id	jobPlace	name	company	salary	education	jobRequirement	jobExperience
1668	武汉-江夏区	数据分析师（双休）6K	万宝盛华企业管理咨询(上海)有限公司武汉分公司	4千-7千	大专	数据分析 Oracle Hive SQL 数据挖掘 数据仓库 数据集市 数据监控 	1年以下
1669	武汉	数据分析师	武汉茂銮企业管理咨询有限公司	8千-1万	大专	数据 分析 团队 市场 销售 	1-3年
1670	武汉-江夏区	数据分析师	广州安莱信息通信技术有限公司宁波分公司	6千-7.5千	大专	数据分析 Python 数据挖掘 数据清洗 大数据分析 SQL 	1年以下
1671	武汉	数据分析师	武汉优美网络技术有限公司	1万-1.5万	大专	数据分析 数据挖掘 大数据分析 	不限
1672	武汉	数据分析师	湖北容太实业有限公司	7千-1万	本科	数据分析 	3-5年
1673	武汉	数据分析师	武汉独佳竖琴文化传媒有限公司	1万-1.5万	大专	数据分析 	不限
1674	武汉-江岸区	数据分析师	魔方网聘(北京)科技有限公司西安分公司	4千-6千	大专	SQL 	不限
1675	武汉-江夏区	电商数据分析师	武汉江赫医疗器械有限公司	5千-8千	大专	Python 数据分析 大数据分析 爬虫 大数据平台 	1-3年
1676	武汉-武昌区	数据分析师	武汉宵乐网络科技有限公司	5千-9千	大专	数据分析 大数据分析 	不限
1677	武汉	数据分析师	国新健康保障服务集团股份有限公司北京分公司	4千-6千	本科	医药学数据分析 医药学 	不限
1678	武汉-洪山区	数据分析师（舆情方向）6-8k+月休8天+五险一金	上海佩琪信息技术有限公司南昌分公司	6千-8千	本科	舆情分析 	1-3年
1679	武汉	高级数据分析师	武汉市洪山区新航道培训学校	7千-9千	本科	Tableau 数据分析 Python BI 	不限
1680	武汉-江夏区	反欺诈分析师（数据方向）	人瑞人才科技集团有限公司	6千-8千	大专	数据分析 商业数据分析 需求分析 	1-3年
1681	武汉-黄陂区	中级数据分析师 (MJ000298)	赢时胜	1万-2万	本科	数据分析 	3-5年
1682	武汉-武昌区	数据运营分析师	瑞庭网络技术(上海)有限公司武汉分公司	9千-1.2万	本科	数据分析 销售业务数据 数据运营 	1-3年
1683	武汉-洪山区	数据分析师	成都泰便利电子商务有限公司	4千-6千	高中	数据建模 数据分析 SQL SPSS 大数据分析 遥感 	1-3年
1684	武汉	数据分析师	北京字节跳动科技有限公司	1万-2万	本科	SQL Python 	1-3年
1685	武汉	商业智能部-数据分析师-武汉	阿里巴巴集团	面议	本科		无经验
1686	武汉	数据分析师/房地产研究:	湖北永信行房地产土地资产评估咨询有限公司	4千-8千	本科	数据分析 行业分析 	不限
1687	武汉	高级数据分析师(大力教育)	北京字节跳动科技有限公司	1万-2万	本科	SQL Python 数据分析 	3-5年
1688	武汉	业务数据分析师	五八同城信息技术有限公司湖北分公司	8千-1万	大专	房地产评估 土地评估 二手房评估 	3-5年
1689	武汉	数据分析师	先进数通	4千-6千	本科		不限
1690	武汉	数据分析师—商业化	北京字节跳动科技有限公司	1万-2万	本科		1-3年
1691	武汉-武昌区	数据分析师/管理咨询顾问	北京思迈特科技有限公司	1万-2万	本科	数据挖掘 MySQL 数据库 数据分析 数据架构 	不限
1692	武汉	电能质量数据分析师	深圳中电技术	1万-2万	硕士	MATLAB 	1-3年
1693	武汉	临床数据统计分析师	宏韧医药	5千-1万	本科	SAS 流行病学 生物统计学 SPSS 数据建模 SQL 数据挖掘 	3-5年
1694	武汉	数据分析岗（京喜）	京东物流华中区域分公司	6千-1万	大专	数据分析 	3-5年
1695	武汉-武昌区	数据分析员	成都天符人瑞教育咨询有限公司	4千-6千	大专	数据分析 	不限
1696	武汉-洪山区	数据分析/可实习	武汉华中人瑞人力资源服务有限公司	6千-8千	中专/中技	数据分析 	不限
1697	武汉-洪山区	数据处理5K双休13薪	湖北赴悦网络科技有限公司	4千-6千	大专	数据分析 	不限
1698	武汉-新洲区	数据监控岗	京东物流华中区域分公司	8千-1万	本科	数据分析 	3-5年
1699	武汉-江岸区	商业数据分析/无责3.8K	人瑞人力资源服务	6千-8千	大专	数据分析 商业数据分析 大数据平台 数据监控 	不限
1700	武汉-新洲区	数据分析文员（双休+五险一金+带薪年假）	人瑞人才科技集团有限公司	6千-8千	本科	数据分析 	不限
1701	武汉	数据处理专员（双休+奖金 ）	武汉英豪信息科技有限公司	6千-8千	大专		不限
1702	武汉-江夏区	数据分析助理/双休	广州人瑞人力资源服务有限公司	4千-6千	本科	office 	无经验
1703	武汉-洪山区	数据分析（保底4K+五险）	武汉华中人瑞人力资源服务有限公司	6千-8千	中专/中技	数据分析 	不限
1704	武汉-新洲区	HRBP实习生-数据分析方向	京东物流华中区域分公司	2千-4千	本科	实习生 数据分析 	无经验
1705	武汉	数据分析专员（客服）	武汉市洪山区新航道培训学校	5千-8千	本科	数据分析 数据建模 行业分析 商业数据分析 数据架构 深度学习 需求分析 大数据分析 	1年以下
1706	武汉	信息化岗SHB08	中国信息通信研究院	8千-1万	本科		不限
1707	武汉	数据分析工程师（双休+奖金 ）	武汉英豪信息科技有限公司	6千-8千	大专		不限
1708	武汉	经济分析师	武汉溢薪达企业管理顾问有限公司	8千-1万	本科	发展战略咨询 	不限
1709	武汉-洪山区	楼盘数据优化师	辽宁人瑞服务外包有限公司	4千-6千	大专	数据中台 商业数据分析 	不限
1710	武汉-洪山区	数据分析文员（双休+五险一金+带薪年假）	辽宁人瑞永道人力资源服务有限公司衢州分公司	4千-6千	大专	数据分析 	不限
1711	武汉-硚口区	职位分析师	杭州传智信息技术服务有限公司	4千-6千	大专	数据分析 	不限
1712	武汉-汉阳区	数据专员	武汉薇拉摄影有限公司	4千-6千	本科	数据分析 数据采集 数据监控 	1-3年
1713	武汉-汉阳区	综合调度专员（数据分析）双休	武汉华中人瑞人力资源服务有限公司	4千-6千	高中	数据分析 	不限
1714	武汉-汉阳区	数据分析主管	湖北大星娱乐管理有限公司	4千-6千	大专	数据分析 数据采集 数据挖掘 商业数据分析 数据监控 	不限
1715	武汉-汉南区	职位分析师	浙江曼信实业有限公司	4千-6千	大专	数据分析 数据挖掘 数据清洗 数据建模 数据仓库 大数据分析 数据采集 数据治理 	不限
1716	武汉	数据运营师	五八同城信息技术有限公司湖北分公司	7千-9千	本科	销售数据分析 数据分析 	3-5年
1717	武汉-洪山区	战略分析师	武汉艺画开天文化传播有限公司	6千-8千	本科	数据分析 行业分析 商业分析 数据采集 	1-3年
1718	武汉	数据分析员/双休 /社保	武汉市九久众恒房地产经纪有限责任公司	5千-8千	大专	数据采集 数据挖掘 数据仓库 数据治理 	1-3年
1719	武汉	大数据分析工程师-东风物流	东风汽车	2万-3万	硕士	数据挖掘 数据建模 数据采集 R语言 商业分析 SPS 	3-5年
1720	武汉-蔡甸区	数据处理专员（武汉）	广西壮族自治区花红药业集团股份公司	5千-7千	大专	数据分析 	1-3年
1721	武汉-江夏区	数据分析文员（双休+五险一金+带薪年假）	北京洲际阳光投资有限公司	4千-6千	本科	数据分析 数据挖掘 数据仓库 数据建模 Python 大数据分析 	1-3年
1722	武汉-洪山区	战略分析实习生	武汉艺画开天文化传播有限公司	2千-4千	本科	数据分析 数据采集 行业分析 	1年以下
1723	武汉	政保项目经理岗（数据方向）	泰康养老保险股份有限公司湖北分公司	6千-8千	本科	数据分析 SQL 	不限
1724	武汉	数据分析助理-XG	上海古道商务咨询有限公司	3千-6千	大专	数据分析 Python 	1-3年
1725	武汉-江夏区	数据分析助理 五险一金/周末双休	辽宁人瑞服务外包有限公司	4千-6千	大专	数据分析 	不限
1726	武汉	数据处理工程师	北京大数元科技发展有限公司	1.2万-2.4万	本科	SQL 数据处理 	3-5年
1727	武汉	综合调度经理（数据分析）	人瑞人力资源服务	6千-8千	中专/中技	数据挖掘 数据采集 数据建模 商业分析 行业分析 	不限
1728	武汉-洪山区	数据分析	上海辰仕科技发展有限公司	1万-2万	本科	Tableau 数据分析 机器学习 数据中台 Python 	3-5年
1729	武汉	夜班舆情分析做二休二7K	上海佩琪信息技术有限公司武汉分公司	6千-8千	大专	舆情分析 	不限
1730	武汉	数据分析员	湖北永信行房地产土地资产评估咨询有限公司	4千-6千	本科	数据分析 数据挖掘 数据采集 	1-3年
1731	武汉	数据分析	深圳市讯方技术股份有限公司	1.1万-1.6万	大专	数据分析 数据挖掘 Python 	不限
1732	武汉	数据科学工程师(J14759)	正大集团	8千-1.2万	本科	Python SQL 数据分析 数据挖掘 数据清洗 	不限
1733	武汉-东湖新技术开发区	数据分析/软件算法工程师	金盘科技	1.2万-2万	本科	Python 数据分析 	1-3年
1734	武汉	大数据分析工程师（五险一金、周末双休）	江西飞尚科技有限公司	6千-1.2万	本科	行业分析 数据采集 数据挖掘 数据分析 大数据 	1-3年
1735	武汉-武昌区	商业数据运营/无责3.8K	人瑞人力资源服务	6千-8千	大专	商业数据分析 数据采集 商业分析 	不限
1736	武汉-东湖新技术开发区	高级生信分析师	北京康普森生物技术有限公司	1.1万-2万	硕士	Python GWAS QTL 	1-3年
1737	武汉	数据产品经理(J14760)	正大集团	8千-1.2万	本科	数据分析 数据清洗 数据挖掘 数据建模 大数据分析 	不限
1738	武汉-江夏区	数据分析文员（双休+五险一金+带薪年假）	人瑞人才科技集团有限公司	6千-8千	本科	数据分析 	不限
1739	武汉	数据分析专员（教育行业）	武汉市洪山区新航道培训学校	4千-6千	本科	Python 大数据分析 大数据平台 需求分析 Tableau BI Power BI 教育行业 	1-3年
1740	武汉-洪山区	数据质检员	深圳市财富趋势科技股份有限公司武汉研发中心	5千-8千	本科	SQL Python 	1年以下
1741	武汉	地图数据更新员	武汉黄绿蓝科技有限公司	4千-6千	大专	数据分析 数据治理 遥感 GIS 	不限
1742	武汉-东湖新技术开发区	数学及分析工程师	北京度量科技有限公司	8千-1万	本科	数据分析 	不限
1743	武汉-武昌区	数据分析经理	瑞庭网络技术(上海)有限公司武汉分公司	1.5万-2.5万	本科	大数据产品 数据管理 数据开发 	3-5年
1744	武汉	长江网研究员	武汉长江新媒体有限公司	4千-7千	本科	数据分析 	不限
1745	武汉	数据分析助理	湖北一站通教育管理有限公司	2千-4千	大专	数据分析 BI 大数据分析 商业数据分析 行业分析 需求分析 	不限
1746	武汉	gis数据标注员	武汉黄绿蓝科技有限公司	4千-6千	大专	数据分析 数据治理 arcgis 遥感 GIS 	不限
1747	武汉	基因组项目分析工程师	武汉贝纳科技服务有限公司	6千-8千	本科	Python R语言 数据挖掘 需求分析 	不限
1748	武汉	大数据专家	鼎业环保	5万-10万	学历不限	数据挖掘 行业分析 商业分析 数据采集 数据建模 需求分析 	10年以上
1749	武汉-江夏区	大数据分析	北京东方通科技股份有限公司	2万-4万	本科	数据仓库 数据建模 Hbase Hadoop CLICKHOUSE Spark 大数据分析 Kafka 	3-5年
1750	武汉-江夏区	区块链研究员（博士）	远光软件	1.5万-3万	博士	数据分析 算法设计开发 区块链 	不限
1751	武汉	数字化技术开发经理	湖北省电力勘测设计院有限公司	面议	本科	数据分析 产品研发 产品系统维护 市场开发 	1-3年
1752	武汉-武昌区	PT30200201-机器学习算法工程师	深圳博沃智慧科技有限公司	8千-1.5万	本科	机器学习 	1-3年
1753	西安-雁塔区	数据分析师	贝壳找房	8千-1.2万	本科	Tableau SQL 大数据分析 	3-5年
1754	西安	数据分析师	陕西鸿信会计师事务所有限责任公司	5千-8千	大专	数据分析 SQL 	不限
1755	西安	BI大数据分析师	陕西安源科技有限公司	1.5万-2万	硕士	BI 	5-10年
1756	西安	美团数据分析师	西安望唐商贸集团有限公司	4千-6千	大专	数据分析 大数据平台 商业数据分析 	1-3年
1757	西安	数据分析师助理	陕西华源达航科技有限公司	6千-7千	大专	数据分析 	不限
1758	西安	数据分析师	普联软件股份有限公司	9千-1.8万	本科	Tableau FINEBI PLSQL Pandas Sklearn 	1-3年
1759	西安-未央区	数据分析师/专员	苏州人瑞永道人力资源服务有限公司	5千-7千	本科	数据分析 大数据分析 	不限
1760	西安	数据分析师	西安新智云时代信息科技有限公司	6千-8千	大专	数据分析 Python Hadoop SQL 数据架构 数据采集 	不限
1761	西安-未央区	数据分析师	魔方网聘(北京)科技有限公司西安分公司	6千-8千	大专	MySQL 	不限
1762	西安-经济技术开发区	数据分析师	软通动力信息技术(集团)股份有限公司	1.2万-2.4万	本科	数据分析 	3-5年
1763	西安-高新技术产业开发区	数据分析师	荣信教育文化产业...	5千-6千	本科	数据分析 行业分析 	1-3年
1764	西安	数据分析师	西安博文同创信息技术有限公司	9千-1.4万	大专	数据分析 数据挖掘 Spark Hadoop 	3-5年
1765	西安-碑林区	数据分析师/数据分析专员	贝壳找房	5千-7千	本科	数据采集 数据挖掘 需求分析 数据统计 数据分析 	1-3年
1766	西安	数据分析师	西安石料帮网络科技有限公司	8千-1.2万	本科	数据分析 数据建模 SPSS SQL 商业数据分析 	3-5年
1767	西安	数据分析师	中研智业集团股份有限公司	5千-6千	本科	数据分析 	1年以下
1768	西安-莲湖区	金融数据分析师6-8k	人瑞人力资源服务	6千-8千	大专	数据分析 	不限
1769	西安-雁塔区	数据分析师	易宝软件	1万-1.5万	本科	数据分析 数据挖掘 Python BI 	3-5年
